indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
34991,68348521,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34992,66574016,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34993,68890924,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34994,68183232,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34995,70087319,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34996,71888172,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34997,68183360,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34998,72684477,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
34999,71695636,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35000,68854300,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35001,66574461,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35002,70682655,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35003,70682710,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35004,69685697,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35005,69259257,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35006,69686551,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35007,71888866,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35008,68348514,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35009,70086909,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35010,72684431,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35011,66574441,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35012,66574477,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35013,66904032,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35014,70087844,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35015,66905077,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35016,68980652,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35017,66904346,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35018,66904968,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35019,66904353,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35020,69686546,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35021,67321679,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35022,71886750,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35023,71453509,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35024,70087344,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35025,70087636,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35026,70682650,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35027,69686443,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35028,67169606,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35029,72684172,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35030,68980956,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35031,70088031,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35032,72464808,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35033,66574018,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35034,66904321,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35035,70087850,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35036,72684242,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35037,70087536,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35038,72683904,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35039,71888673,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35040,69857061,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35041,68852473,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35042,68980837,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35043,66904909,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35044,70682967,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35045,68183472,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35046,66904912,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35047,66904917,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35048,69273737,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35049,67321463,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35050,68348276,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35051,66904359,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35052,66574404,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35053,69686552,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35054,71694593,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35055,68183369,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35056,71888769,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35057,69467664,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35058,71453790,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35059,71453863,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35060,66904152,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35061,70682757,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35062,71454791,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35063,70682598,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35064,67169604,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35065,68348611,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35066,66573557,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35067,70682938,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35068,69685408,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35069,71694174,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35070,70086898,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35071,71206989,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35072,66904361,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35073,68183403,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35074,71695700,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35075,72684475,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35076,70087540,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35077,66904023,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35078,68183330,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35079,70087734,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35080,69685695,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35081,67321655,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35082,71888712,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35083,71886842,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35084,71454440,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35085,66904371,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35086,66904375,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35087,70087338,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35088,68980954,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35089,70088035,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35090,66574159,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35091,68979442,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35092,68981105,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35093,71454063,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35094,69858207,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35095,71694361,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35096,67321566,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35097,68813647,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35098,69686545,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35099,71886697,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35100,71888525,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35101,71888773,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35102,66904036,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35103,69467666,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35104,68348219,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35105,70087445,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35106,66574374,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35107,66904344,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35108,71207405,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35109,71888276,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35110,66574482,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35111,68980960,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35112,68348589,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35113,70086916,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35114,68979027,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35115,70088087,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35116,66904031,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35117,70087729,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35118,70682758,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35119,66904938,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35120,68348224,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35121,72464811,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35122,70088037,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35123,58753154,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35124,66573877,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35125,68183547,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35126,71207294,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35127,68891046,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35128,71209453,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35129,71695655,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35130,68813645,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35131,68183531,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35132,71888874,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35133,66904962,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35134,72684434,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35135,67321671,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35136,68348522,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35137,72683895,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35138,70087437,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35139,70682814,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35140,71207869,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35141,72684463,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35142,70087735,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35143,71207367,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35144,68854311,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35145,67321700,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35146,68183496,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35147,68183395,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35148,68348571,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35149,70087208,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35150,71207682,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35151,71695492,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35152,68853586,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35153,69468292,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35154,67749791,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35155,66904891,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35156,71208066,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35157,69686193,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35158,71452940,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35159,66904312,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35160,69423451,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35161,66574349,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35162,68852471,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35163,71454435,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35164,71887000,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35165,68348667,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
35166,71694360,SourceName,Brand Republic Jobs,jobs.brandrepublic.com,Inconsistency,"Changed ""Brand Republic Jobs"" to ""jobs.brandrepublic.com"""
